Replicate,N,LEN,PHI,delta,Pcap,Pstay,delta_lower,delta_med,delta_upper,phi_lower,phi_med,phi_upper,R_hat_delta,R_hat_phi,MCMCiter,Burn_in,N_thin,N_sample,model
401,500,1000,0.4,271.7190772,0.316,0.736,226.255,294.796,384.331,NA,NA,NA,1.000612929,NA,15000,5000,20,500,truncated
402,500,1000,0.4,26.71743495,0.372,0.964,22.4646,25.98285,30.1037,NA,NA,NA,0.999103212,NA,15000,5000,20,500,truncated
403,500,1000,0.4,287.912356,0.284,0.748,247.959,330.2975,452.446,NA,NA,NA,1.001518721,NA,15000,5000,20,500,truncated
404,500,1000,0.4,183.947549,0.314,0.776,144.508,175.0465,214.774,NA,NA,NA,1.000186623,NA,15000,5000,20,500,truncated
405,500,1000,0.4,25.15196367,0.364,0.966,21.0301,24.298,28.2623,NA,NA,NA,1.001414031,NA,15000,5000,20,500,truncated
406,500,1000,0.4,124.3542077,0.378,0.892,101.657,121.835,143.016,NA,NA,NA,1.001218469,NA,15000,5000,20,500,truncated
407,500,1000,0.4,24.93194227,0.394,0.978,19.9758,23.14045,26.636,NA,NA,NA,1.002761374,NA,15000,5000,20,500,truncated
408,500,1000,0.4,104.8714226,0.392,0.884,96.2462,112.1375,132.674,NA,NA,NA,1.000603996,NA,15000,5000,20,500,truncated
409,500,1000,0.4,89.93219172,0.384,0.91,78.8915,92.59315,109.234,NA,NA,NA,1.001591559,NA,15000,5000,20,500,truncated
410,500,1000,0.4,144.5022506,0.316,0.876,119.385,146.4195,180.444,NA,NA,NA,1.000538125,NA,15000,5000,20,500,truncated
411,500,1000,0.4,117.9336777,0.32,0.86,94.6456,114.804,137.264,NA,NA,NA,1.001221974,NA,15000,5000,20,500,truncated
412,500,1000,0.4,173.3589464,0.336,0.83,145.016,178.9025,220.004,NA,NA,NA,1.003120258,NA,15000,5000,20,500,truncated
413,500,1000,0.4,120.595213,0.322,0.876,97.3655,118.361,142.024,NA,NA,NA,1.000037603,NA,15000,5000,20,500,truncated
414,500,1000,0.4,128.1924708,0.37,0.884,115.476,141.4235,166.684,NA,NA,NA,1.00404117,NA,15000,5000,20,500,truncated
415,500,1000,0.4,28.29649198,0.35,0.968,23.7428,27.9483,32.1133,NA,NA,NA,1.006638276,NA,15000,5000,20,500,truncated
416,500,1000,0.4,277.9777132,0.274,0.682,174.545,231.0125,297.015,NA,NA,NA,1.000772947,NA,15000,5000,20,500,truncated
417,500,1000,0.4,102.9576783,0.364,0.882,85.9038,101.4395,120.022,NA,NA,NA,0.99965811,NA,15000,5000,20,500,truncated
418,500,1000,0.4,23.08642939,0.36,0.964,18.2234,21.43345,24.8744,NA,NA,NA,1.002313429,NA,15000,5000,20,500,truncated
419,500,1000,0.4,137.6382436,0.348,0.86,108.987,132.456,156.803,NA,NA,NA,1.001081872,NA,15000,5000,20,500,truncated
420,500,1000,0.4,171.964053,0.364,0.848,142.573,176.34,213.129,NA,NA,NA,1.001590957,NA,15000,5000,20,500,truncated
421,500,1000,0.4,10.9956821,0.382,0.994,8.62764,10.06595,11.5676,NA,NA,NA,1.002312254,NA,15000,5000,20,500,truncated
422,500,1000,0.4,157.484429,0.316,0.858,163.367,201.924,254.657,NA,NA,NA,1.000808824,NA,15000,5000,20,500,truncated
423,500,1000,0.4,146.5796317,0.344,0.858,123.313,147.4685,180,NA,NA,NA,1.000778481,NA,15000,5000,20,500,truncated
424,500,1000,0.4,15.98014472,0.368,0.986,12.2654,14.0838,16.348,NA,NA,NA,0.999207798,NA,15000,5000,20,500,truncated
425,500,1000,0.4,75.49178976,0.38,0.908,65.1831,75.5391,87.8418,NA,NA,NA,0.999752238,NA,15000,5000,20,500,truncated
426,500,1000,0.4,227.3695194,0.338,0.77,205.865,263.607,336.226,NA,NA,NA,0.999666787,NA,15000,5000,20,500,truncated
427,500,1000,0.4,230.2498487,0.346,0.774,182.161,227.883,288.028,NA,NA,NA,1.001471712,NA,15000,5000,20,500,truncated
428,500,1000,0.4,184.0758531,0.298,0.798,130.952,162.3785,200.034,NA,NA,NA,0.99970497,NA,15000,5000,20,500,truncated
429,500,1000,0.4,247.523688,0.242,0.714,205.48,282.3535,385.297,NA,NA,NA,1.000108819,NA,15000,5000,20,500,truncated
430,500,1000,0.4,57.55784281,0.382,0.94,48.2654,56.718,64.8494,NA,NA,NA,1.001381677,NA,15000,5000,20,500,truncated
431,500,1000,0.4,149.7047529,0.344,0.868,126.535,155.3805,186.76,NA,NA,NA,1.002965464,NA,15000,5000,20,500,truncated
432,500,1000,0.4,81.50923443,0.352,0.93,68.445,81.1563,93.9407,NA,NA,NA,1.003633153,NA,15000,5000,20,500,truncated
433,500,1000,0.4,156.9109743,0.334,0.854,135.439,164.965,199.261,NA,NA,NA,1.002644863,NA,15000,5000,20,500,truncated
434,500,1000,0.4,103.9552386,0.362,0.88,90.3292,108.7135,127.023,NA,NA,NA,0.999848719,NA,15000,5000,20,500,truncated
435,500,1000,0.4,165.4468979,0.32,0.798,126.044,152.6095,186.032,NA,NA,NA,1.001412848,NA,15000,5000,20,500,truncated
436,500,1000,0.4,27.54283066,0.398,0.976,26.1682,30.308,34.9332,NA,NA,NA,1.000082022,NA,15000,5000,20,500,truncated
437,500,1000,0.4,294.8032316,0.26,0.698,244.85,346.647,495.047,NA,NA,NA,1.001545284,NA,15000,5000,20,500,truncated
438,500,1000,0.4,297.6770646,0.302,0.716,191.087,242.519,308.377,NA,NA,NA,1.002419484,NA,15000,5000,20,500,truncated
439,500,1000,0.4,61.07309833,0.396,0.936,44.8963,52.00015,59.982,NA,NA,NA,1.001847584,NA,15000,5000,20,500,truncated
440,500,1000,0.4,63.32359865,0.362,0.928,52.3688,60.59795,71.0509,NA,NA,NA,1.00687916,NA,15000,5000,20,500,truncated
441,500,1000,0.4,177.521618,0.32,0.81,139.709,168.6215,206.925,NA,NA,NA,1.003383493,NA,15000,5000,20,500,truncated
442,500,1000,0.4,143.9097642,0.328,0.836,111.443,135.4025,160.038,NA,NA,NA,1.005640951,NA,15000,5000,20,500,truncated
443,500,1000,0.4,248.4079652,0.324,0.756,212.656,277.3085,354.165,NA,NA,NA,1.0004482,NA,15000,5000,20,500,truncated
444,500,1000,0.4,238.3180036,0.302,0.756,174.782,219.863,278.491,NA,NA,NA,0.999663886,NA,15000,5000,20,500,truncated
445,500,1000,0.4,213.0798136,0.31,0.804,165.475,209.871,266.32,NA,NA,NA,1.005444299,NA,15000,5000,20,500,truncated
446,500,1000,0.4,280.0828464,0.276,0.712,203.689,270.9005,362.811,NA,NA,NA,0.99982582,NA,15000,5000,20,500,truncated
447,500,1000,0.4,232.6706365,0.292,0.794,169.457,211.903,265.931,NA,NA,NA,1.001459072,NA,15000,5000,20,500,truncated
448,500,1000,0.4,183.3227518,0.318,0.806,157.851,200.563,246.252,NA,NA,NA,1.001275762,NA,15000,5000,20,500,truncated
449,500,1000,0.4,220.0873293,0.326,0.762,169.076,214.5785,269.091,NA,NA,NA,1.000931533,NA,15000,5000,20,500,truncated
450,500,1000,0.4,204.847421,0.324,0.758,152.918,187.24,228.743,NA,NA,NA,1.001251877,NA,15000,5000,20,500,truncated
451,500,1000,0.4,180.542019,0.302,0.854,137.699,169.641,211.677,NA,NA,NA,1.002074192,NA,15000,5000,20,500,truncated
452,500,1000,0.4,122.719683,0.318,0.878,103.115,125.176,151.349,NA,NA,NA,1.002899224,NA,15000,5000,20,500,truncated
453,500,1000,0.4,148.9270667,0.306,0.83,138.867,170.327,209.826,NA,NA,NA,1.001560562,NA,15000,5000,20,500,truncated
454,500,1000,0.4,59.41210788,0.402,0.924,56.6955,66.45575,76.7415,NA,NA,NA,1.001931337,NA,15000,5000,20,500,truncated
455,500,1000,0.4,75.99949828,0.36,0.936,60.6556,71.0685,83.0441,NA,NA,NA,0.999374612,NA,15000,5000,20,500,truncated
456,500,1000,0.4,126.5044101,0.354,0.854,104.822,126.988,149.584,NA,NA,NA,1.001488258,NA,15000,5000,20,500,truncated
457,500,1000,0.4,29.68495618,0.386,0.958,23.6456,27.60405,31.8902,NA,NA,NA,1.001955901,NA,15000,5000,20,500,truncated
458,500,1000,0.4,59.06671315,0.362,0.934,50.9491,59.4785,68.7802,NA,NA,NA,1.001716673,NA,15000,5000,20,500,truncated
459,500,1000,0.4,283.719139,0.308,0.7,211.299,274.931,361.292,NA,NA,NA,1.00257956,NA,15000,5000,20,500,truncated
460,500,1000,0.4,107.0129599,0.382,0.892,85.6941,101.503,117.528,NA,NA,NA,1.001983175,NA,15000,5000,20,500,truncated
461,500,1000,0.4,286.5717468,0.296,0.692,213.992,278.3925,371.976,NA,NA,NA,1.00051293,NA,15000,5000,20,500,truncated
462,500,1000,0.4,278.8467002,0.288,0.714,209.146,276.5685,366.534,NA,NA,NA,1.00098901,NA,15000,5000,20,500,truncated
463,500,1000,0.4,134.3948626,0.318,0.834,105.96,128.86,154.493,NA,NA,NA,0.999904043,NA,15000,5000,20,500,truncated
464,500,1000,0.4,185.8853892,0.332,0.778,156.836,189.295,236.246,NA,NA,NA,1.003080863,NA,15000,5000,20,500,truncated
465,500,1000,0.4,264.0932212,0.296,0.736,224.292,294.365,386.291,NA,NA,NA,1.000428887,NA,15000,5000,20,500,truncated
466,500,1000,0.4,250.5335102,0.286,0.778,202.462,263.424,348.075,NA,NA,NA,1.001758384,NA,15000,5000,20,500,truncated
467,500,1000,0.4,159.0831285,0.382,0.846,131.358,157.149,188.672,NA,NA,NA,1.001673215,NA,15000,5000,20,500,truncated
468,500,1000,0.4,276.1565326,0.264,0.704,163.852,205.3645,261.002,NA,NA,NA,1.001414917,NA,15000,5000,20,500,truncated
469,500,1000,0.4,42.358342,0.394,0.964,37.7316,43.4631,50.5755,NA,NA,NA,1.002042079,NA,15000,5000,20,500,truncated
470,500,1000,0.4,187.990221,0.3,0.832,149.948,188.428,233.727,NA,NA,NA,1.002680996,NA,15000,5000,20,500,truncated
471,500,1000,0.4,36.54573592,0.426,0.962,30.8274,35.6062,40.5451,NA,NA,NA,1.002323648,NA,15000,5000,20,500,truncated
472,500,1000,0.4,195.281567,0.342,0.806,146.414,177.097,215.881,NA,NA,NA,0.999942154,NA,15000,5000,20,500,truncated
473,500,1000,0.4,249.2467449,0.316,0.734,178.198,225.923,287.662,NA,NA,NA,0.999964492,NA,15000,5000,20,500,truncated
474,500,1000,0.4,73.2748831,0.364,0.93,65.1508,76.1972,89.9548,NA,NA,NA,1.001048907,NA,15000,5000,20,500,truncated
475,500,1000,0.4,89.86753162,0.372,0.912,79.6495,95.5355,109.958,NA,NA,NA,0.999927285,NA,15000,5000,20,500,truncated
476,500,1000,0.4,293.6184975,0.272,0.71,249.267,346.9885,500.75,NA,NA,NA,1.003149002,NA,15000,5000,20,500,truncated
477,500,1000,0.4,111.2785768,0.328,0.894,87.9593,105.795,125.18,NA,NA,NA,0.999976304,NA,15000,5000,20,500,truncated
478,500,1000,0.4,243.9411899,0.312,0.762,212.018,279.9575,366.253,NA,NA,NA,1.003570043,NA,15000,5000,20,500,truncated
479,500,1000,0.4,90.9641958,0.344,0.892,74.9607,87.63685,104.919,NA,NA,NA,1.001591644,NA,15000,5000,20,500,truncated
480,500,1000,0.4,287.9283735,0.258,0.696,269.725,393.8885,573.055,NA,NA,NA,1.000786456,NA,15000,5000,20,500,truncated
481,500,1000,0.4,25.15005087,0.398,0.976,23.3303,26.81605,30.6517,NA,NA,NA,1.001030751,NA,15000,5000,20,500,truncated
482,500,1000,0.4,297.508017,0.268,0.696,219.997,312.3765,422.558,NA,NA,NA,1.003956292,NA,15000,5000,20,500,truncated
483,500,1000,0.4,50.58750915,0.4,0.956,48.5744,55.30145,64.8009,NA,NA,NA,0.999375066,NA,15000,5000,20,500,truncated
484,500,1000,0.4,143.9015172,0.34,0.85,106.843,129.933,156.39,NA,NA,NA,1.000298199,NA,15000,5000,20,500,truncated
485,500,1000,0.4,98.40406404,0.346,0.91,77.9325,93.91215,110.129,NA,NA,NA,0.999299506,NA,15000,5000,20,500,truncated
486,500,1000,0.4,22.01304296,0.418,0.978,19.0945,21.95115,24.8077,NA,NA,NA,1.000197368,NA,15000,5000,20,500,truncated
487,500,1000,0.4,15.15337145,0.374,0.988,12.1751,14.1672,16.2666,NA,NA,NA,1.002136809,NA,15000,5000,20,500,truncated
488,500,1000,0.4,223.296027,0.306,0.784,188.19,241.784,308.489,NA,NA,NA,1.002780297,NA,15000,5000,20,500,truncated
489,500,1000,0.4,73.15795266,0.36,0.902,57.1829,67.29715,78.7582,NA,NA,NA,1.001640458,NA,15000,5000,20,500,truncated
490,500,1000,0.4,296.2986949,0.294,0.726,281.696,414.7965,593.769,NA,NA,NA,0.99967102,NA,15000,5000,20,500,truncated
491,500,1000,0.4,211.5174151,0.37,0.78,158.13,197.1865,236.651,NA,NA,NA,1.000174938,NA,15000,5000,20,500,truncated
492,500,1000,0.4,279.9242152,0.304,0.73,186.425,245.459,313.924,NA,NA,NA,1.000146956,NA,15000,5000,20,500,truncated
493,500,1000,0.4,64.00848481,0.414,0.926,61.1042,70.11535,81.0637,NA,NA,NA,1.00173232,NA,15000,5000,20,500,truncated
494,500,1000,0.4,284.3443888,0.296,0.73,297.36,438.2185,653.328,NA,NA,NA,1.001728895,NA,15000,5000,20,500,truncated
495,500,1000,0.4,165.8182052,0.366,0.818,135.317,165.959,197.517,NA,NA,NA,1.000405813,NA,15000,5000,20,500,truncated
496,500,1000,0.4,117.1725276,0.35,0.886,104.222,123.8125,147.547,NA,NA,NA,0.99995466,NA,15000,5000,20,500,truncated
497,500,1000,0.4,21.73390244,0.4,0.982,22.139,25.5297,29.3202,NA,NA,NA,1.004137717,NA,15000,5000,20,500,truncated
498,500,1000,0.4,32.89871345,0.392,0.966,27.1501,31.49965,36.0493,NA,NA,NA,1.004563665,NA,15000,5000,20,500,truncated
499,500,1000,0.4,253.0804469,0.328,0.78,199.971,254.643,325.614,NA,NA,NA,1.00004794,NA,15000,5000,20,500,truncated
500,500,1000,0.4,91.32660221,0.332,0.888,73.9514,88.9856,105.182,NA,NA,NA,1.000111763,NA,15000,5000,20,500,truncated
501,1000,1000,0.4,110.8342188,0.357,0.9,91.2334,102.2555,115.815,NA,NA,NA,0.999782897,NA,15000,5000,20,500,truncated
502,1000,1000,0.4,13.19083218,0.418,0.99,12.7177,13.99395,15.3514,NA,NA,NA,1.003132047,NA,15000,5000,20,500,truncated
503,1000,1000,0.4,264.4052427,0.301,0.753,207.673,251.1995,296.315,NA,NA,NA,1.000261508,NA,15000,5000,20,500,truncated
504,1000,1000,0.4,98.73168605,0.359,0.896,83.4686,94.3774,105.767,NA,NA,NA,1.005493058,NA,15000,5000,20,500,truncated
505,1000,1000,0.4,126.3582291,0.347,0.865,117.593,133.645,151.67,NA,NA,NA,1.001072399,NA,15000,5000,20,500,truncated
506,1000,1000,0.4,171.5205943,0.345,0.84,145.565,166.1365,190.674,NA,NA,NA,1.001203545,NA,15000,5000,20,500,truncated
507,1000,1000,0.4,79.06077644,0.365,0.925,65.5491,72.99555,81.899,NA,NA,NA,0.999464724,NA,15000,5000,20,500,truncated
508,1000,1000,0.4,21.32335276,0.403,0.975,19.1659,21.17865,23.1618,NA,NA,NA,1.000900223,NA,15000,5000,20,500,truncated
509,1000,1000,0.4,288.8510219,0.293,0.744,265.699,333.9475,416.932,NA,NA,NA,1.000885479,NA,15000,5000,20,500,truncated
510,1000,1000,0.4,180.8265771,0.324,0.834,148.634,173.28,201.323,NA,NA,NA,0.999149595,NA,15000,5000,20,500,truncated
511,1000,1000,0.4,254.1770519,0.302,0.749,213.424,257.8995,306.878,NA,NA,NA,1.000583166,NA,15000,5000,20,500,truncated
512,1000,1000,0.4,152.7816682,0.348,0.844,126.599,146.583,165.752,NA,NA,NA,1.001338137,NA,15000,5000,20,500,truncated
513,1000,1000,0.4,194.162173,0.301,0.796,158.96,181.726,212.625,NA,NA,NA,0.999546,NA,15000,5000,20,500,truncated
514,1000,1000,0.4,198.8204402,0.323,0.818,194.359,230.295,270.867,NA,NA,NA,0.999478867,NA,15000,5000,20,500,truncated
515,1000,1000,0.4,73.23486698,0.367,0.922,70.4784,78.88365,87.8652,NA,NA,NA,1.001649592,NA,15000,5000,20,500,truncated
516,1000,1000,0.4,120.4307279,0.343,0.872,105.972,120.519,135.622,NA,NA,NA,1.001867668,NA,15000,5000,20,500,truncated
517,1000,1000,0.4,224.8293014,0.296,0.77,183.622,217.503,256.059,NA,NA,NA,1.001073692,NA,15000,5000,20,500,truncated
518,1000,1000,0.4,292.8711436,0.291,0.723,236.418,285.646,353.641,NA,NA,NA,0.999378729,NA,15000,5000,20,500,truncated
519,1000,1000,0.4,175.6300102,0.334,0.835,149.632,171.2045,198.112,NA,NA,NA,1.001069062,NA,15000,5000,20,500,truncated
520,1000,1000,0.4,147.7023522,0.349,0.867,128.975,148.465,168.618,NA,NA,NA,1.001415115,NA,15000,5000,20,500,truncated
521,1000,1000,0.4,208.2913915,0.337,0.813,165.548,192.869,223.587,NA,NA,NA,1.001690083,NA,15000,5000,20,500,truncated
522,1000,1000,0.4,96.42602778,0.352,0.901,87.5735,98.91445,111.074,NA,NA,NA,1.007365908,NA,15000,5000,20,500,truncated
523,1000,1000,0.4,211.0553824,0.316,0.796,185.626,222.593,259.66,NA,NA,NA,1.001151914,NA,15000,5000,20,500,truncated
524,1000,1000,0.4,179.5385077,0.338,0.809,169.352,196.305,225.343,NA,NA,NA,1.002113837,NA,15000,5000,20,500,truncated
525,1000,1000,0.4,101.3005488,0.385,0.892,87.5436,96.5739,109.002,NA,NA,NA,1.001622967,NA,15000,5000,20,500,truncated
526,1000,1000,0.4,283.5821574,0.312,0.707,249.856,297.5655,366.314,NA,NA,NA,1.002531874,NA,15000,5000,20,500,truncated
527,1000,1000,0.4,283.5096206,0.282,0.731,242.949,299.2245,365.611,NA,NA,NA,0.99932982,NA,15000,5000,20,500,truncated
528,1000,1000,0.4,217.4115628,0.296,0.777,149.664,172.1225,202.849,NA,NA,NA,0.999204557,NA,15000,5000,20,500,truncated
529,1000,1000,0.4,257.5795,0.294,0.733,234.655,285.6375,345.972,NA,NA,NA,0.999693147,NA,15000,5000,20,500,truncated
530,1000,1000,0.4,103.3825409,0.355,0.915,97.0921,110.197,123.677,NA,NA,NA,0.999251021,NA,15000,5000,20,500,truncated
531,1000,1000,0.4,282.9751576,0.315,0.743,239.297,293.749,355.12,NA,NA,NA,0.999885949,NA,15000,5000,20,500,truncated
532,1000,1000,0.4,30.44468695,0.386,0.977,27.6385,30.9552,34.0923,NA,NA,NA,1.001030252,NA,15000,5000,20,500,truncated
533,1000,1000,0.4,280.6335238,0.302,0.734,242.958,296.357,356.257,NA,NA,NA,1.002713925,NA,15000,5000,20,500,truncated
534,1000,1000,0.4,58.24051563,0.379,0.943,54.1712,60.5362,66.7213,NA,NA,NA,0.999938614,NA,15000,5000,20,500,truncated
535,1000,1000,0.4,10.00925009,0.388,0.989,8.58064,9.42286,10.5261,NA,NA,NA,1.002571403,NA,15000,5000,20,500,truncated
536,1000,1000,0.4,130.2619755,0.374,0.875,118.073,133.1835,150.788,NA,NA,NA,1.002820716,NA,15000,5000,20,500,truncated
537,1000,1000,0.4,121.4801998,0.361,0.892,101.913,115.3055,129.857,NA,NA,NA,1.001616336,NA,15000,5000,20,500,truncated
538,1000,1000,0.4,89.83110005,0.365,0.926,77.4786,86.52485,97.3529,NA,NA,NA,1.00211264,NA,15000,5000,20,500,truncated
539,1000,1000,0.4,29.86955822,0.413,0.973,26.261,28.89795,31.8342,NA,NA,NA,1.002190572,NA,15000,5000,20,500,truncated
540,1000,1000,0.4,276.3746975,0.287,0.718,223.609,264.2025,319.144,NA,NA,NA,1.00281736,NA,15000,5000,20,500,truncated
541,1000,1000,0.4,254.2242881,0.294,0.747,237.393,286.8405,353.906,NA,NA,NA,1.002907695,NA,15000,5000,20,500,truncated
542,1000,1000,0.4,228.7752053,0.28,0.766,201.603,242.4565,285.879,NA,NA,NA,0.999768076,NA,15000,5000,20,500,truncated
543,1000,1000,0.4,30.28156675,0.38,0.97,27.931,30.9823,34.4738,NA,NA,NA,1.000310416,NA,15000,5000,20,500,truncated
544,1000,1000,0.4,55.16730261,0.372,0.936,53.7786,60.66835,67.6904,NA,NA,NA,1.000055823,NA,15000,5000,20,500,truncated
545,1000,1000,0.4,159.187121,0.341,0.839,148.816,173.433,196.519,NA,NA,NA,1.002485545,NA,15000,5000,20,500,truncated
546,1000,1000,0.4,14.41441956,0.39,0.991,14.3141,15.76905,17.4238,NA,NA,NA,1.000281483,NA,15000,5000,20,500,truncated
547,1000,1000,0.4,79.80273976,0.362,0.925,69.869,78.6393,87.5219,NA,NA,NA,0.99943855,NA,15000,5000,20,500,truncated
548,1000,1000,0.4,202.8365997,0.303,0.798,168.728,196.6285,231.504,NA,NA,NA,1.001756146,NA,15000,5000,20,500,truncated
549,1000,1000,0.4,158.2156032,0.327,0.832,118.552,136.7405,155.132,NA,NA,NA,1.003844774,NA,15000,5000,20,500,truncated
550,1000,1000,0.4,69.02322339,0.33,0.921,63.9525,72.04155,80.5443,NA,NA,NA,0.999471778,NA,15000,5000,20,500,truncated
551,1000,1000,0.4,180.7928537,0.295,0.83,153.442,179.318,208.378,NA,NA,NA,0.999940336,NA,15000,5000,20,500,truncated
552,1000,1000,0.4,142.0178514,0.346,0.853,138.042,158.882,180.696,NA,NA,NA,1.002414785,NA,15000,5000,20,500,truncated
553,1000,1000,0.4,263.6842255,0.311,0.757,237.867,281.829,341.874,NA,NA,NA,1.001743565,NA,15000,5000,20,500,truncated
554,1000,1000,0.4,129.7663936,0.339,0.872,110.818,127.08,144.222,NA,NA,NA,1.001156584,NA,15000,5000,20,500,truncated
555,1000,1000,0.4,61.13578796,0.348,0.929,53.6774,60.3999,67.3813,NA,NA,NA,1.002443504,NA,15000,5000,20,500,truncated
556,1000,1000,0.4,145.312881,0.334,0.834,118.15,133.9735,152.767,NA,NA,NA,1.001767471,NA,15000,5000,20,500,truncated
557,1000,1000,0.4,275.4998503,0.305,0.756,204.618,239.6475,284.286,NA,NA,NA,1.000871592,NA,15000,5000,20,500,truncated
558,1000,1000,0.4,112.9949356,0.359,0.884,96.8803,110.379,123.83,NA,NA,NA,1.001331864,NA,15000,5000,20,500,truncated
559,1000,1000,0.4,244.9449464,0.289,0.739,212.617,254.2875,303.978,NA,NA,NA,1.007496746,NA,15000,5000,20,500,truncated
560,1000,1000,0.4,246.4350629,0.324,0.763,215.959,258.6595,304.931,NA,NA,NA,0.999380917,NA,15000,5000,20,500,truncated
561,1000,1000,0.4,279.3978158,0.313,0.747,265.615,319.197,396.545,NA,NA,NA,1.002958224,NA,15000,5000,20,500,truncated
562,1000,1000,0.4,170.1069692,0.338,0.821,132.566,152.038,172.835,NA,NA,NA,0.999797614,NA,15000,5000,20,500,truncated
563,1000,1000,0.4,150.9282654,0.329,0.853,132.625,152.464,173.232,NA,NA,NA,1.001298249,NA,15000,5000,20,500,truncated
564,1000,1000,0.4,57.60743291,0.355,0.942,53.3783,59.7246,66.8478,NA,NA,NA,1.003960999,NA,15000,5000,20,500,truncated
565,1000,1000,0.4,262.3698629,0.29,0.747,218.175,262.4025,314.707,NA,NA,NA,0.999935592,NA,15000,5000,20,500,truncated
566,1000,1000,0.4,146.6837794,0.33,0.865,123.145,141.1915,162.451,NA,NA,NA,1.002715397,NA,15000,5000,20,500,truncated
567,1000,1000,0.4,174.1440699,0.319,0.825,139.52,160.6315,184.454,NA,NA,NA,1.000231163,NA,15000,5000,20,500,truncated
568,1000,1000,0.4,144.7926989,0.354,0.869,130.319,149.367,169.846,NA,NA,NA,0.99984624,NA,15000,5000,20,500,truncated
569,1000,1000,0.4,88.80127385,0.36,0.905,76.9493,87.0208,97.2444,NA,NA,NA,1.002974436,NA,15000,5000,20,500,truncated
570,1000,1000,0.4,49.08313798,0.363,0.946,45.6873,51.14865,56.978,NA,NA,NA,1.00361181,NA,15000,5000,20,500,truncated
571,1000,1000,0.4,232.5765149,0.306,0.744,200.194,236.3975,278.392,NA,NA,NA,1.00489323,NA,15000,5000,20,500,truncated
572,1000,1000,0.4,77.52042772,0.367,0.926,69.0304,77.7082,86.7859,NA,NA,NA,1.000192284,NA,15000,5000,20,500,truncated
573,1000,1000,0.4,237.0046619,0.299,0.752,205.348,250.139,300.987,NA,NA,NA,1.001583519,NA,15000,5000,20,500,truncated
574,1000,1000,0.4,293.6374531,0.3,0.718,251.863,310.991,381.436,NA,NA,NA,1.001295065,NA,15000,5000,20,500,truncated
575,1000,1000,0.4,211.8128187,0.331,0.801,176.493,205.8125,238.82,NA,NA,NA,1.005529415,NA,15000,5000,20,500,truncated
576,1000,1000,0.4,262.0228283,0.287,0.763,223.538,269.2555,325.271,NA,NA,NA,0.999359194,NA,15000,5000,20,500,truncated
577,1000,1000,0.4,168.2914898,0.316,0.808,158.653,184.662,213.314,NA,NA,NA,1.000349262,NA,15000,5000,20,500,truncated
578,1000,1000,0.4,86.60085202,0.34,0.906,76.2942,86.09495,96.3045,NA,NA,NA,0.999405977,NA,15000,5000,20,500,truncated
579,1000,1000,0.4,270.6557224,0.295,0.715,195.938,231.973,277.574,NA,NA,NA,1.001624587,NA,15000,5000,20,500,truncated
580,1000,1000,0.4,239.8010617,0.308,0.768,194.576,229.8965,270.792,NA,NA,NA,1.002394454,NA,15000,5000,20,500,truncated
581,1000,1000,0.4,126.1631411,0.362,0.875,112.039,127.764,143.464,NA,NA,NA,1.001943987,NA,15000,5000,20,500,truncated
582,1000,1000,0.4,150.6364308,0.33,0.85,138.612,159.689,183.452,NA,NA,NA,1.00152251,NA,15000,5000,20,500,truncated
583,1000,1000,0.4,220.6354794,0.311,0.784,189.688,223.4515,265.471,NA,NA,NA,1.001571698,NA,15000,5000,20,500,truncated
584,1000,1000,0.4,199.1854232,0.348,0.802,176.492,202.9345,236.596,NA,NA,NA,1.000585358,NA,15000,5000,20,500,truncated
585,1000,1000,0.4,184.25356,0.334,0.819,140.069,160.143,183.742,NA,NA,NA,1.000159239,NA,15000,5000,20,500,truncated
586,1000,1000,0.4,42.90486659,0.386,0.946,37.9045,41.81355,46.5882,NA,NA,NA,1.000241979,NA,15000,5000,20,500,truncated
587,1000,1000,0.4,183.2880034,0.297,0.825,143.573,168.7845,194.598,NA,NA,NA,1.000418415,NA,15000,5000,20,500,truncated
588,1000,1000,0.4,162.0748212,0.357,0.839,141.038,163.4905,184.874,NA,NA,NA,1.00077451,NA,15000,5000,20,500,truncated
589,1000,1000,0.4,102.6796668,0.357,0.908,95.3637,109.8195,122.407,NA,NA,NA,1.000968751,NA,15000,5000,20,500,truncated
590,1000,1000,0.4,201.3605828,0.336,0.813,184.599,212.664,249.673,NA,NA,NA,1.002003248,NA,15000,5000,20,500,truncated
591,1000,1000,0.4,67.80110135,0.363,0.929,58.1238,64.66695,71.8763,NA,NA,NA,0.999571348,NA,15000,5000,20,500,truncated
592,1000,1000,0.4,247.2823985,0.311,0.772,207.391,250.188,295.673,NA,NA,NA,1.002568928,NA,15000,5000,20,500,truncated
593,1000,1000,0.4,232.6053831,0.316,0.778,181.882,217.869,254.005,NA,NA,NA,1.002796985,NA,15000,5000,20,500,truncated
594,1000,1000,0.4,236.6816571,0.316,0.777,205.543,248.3355,290.463,NA,NA,NA,1.000734946,NA,15000,5000,20,500,truncated
595,1000,1000,0.4,238.4845633,0.289,0.789,201.853,241.108,289.949,NA,NA,NA,1.001621145,NA,15000,5000,20,500,truncated
596,1000,1000,0.4,36.1560614,0.402,0.967,34.6787,38.4864,42.4895,NA,NA,NA,1.000703324,NA,15000,5000,20,500,truncated
